Identifier,LAKE,TOWN,Noted.Location,Dominant.Taxa,Total.Cell.Concentration,Date.Advisory.Issued,Date.Advisory.Removed,Advisory.Days,AUID,Notification.Type
Gregg.Antrim,Gregg Lake,Antrim,,Dolichospermum,"134,600",6/20/2023,6/26/2023,6,NHLAK700030108-02-01,Warning
Sunrise.Middleton,Sunrise Lake,Middleton,,NA,NA,6/22/2023,6/29/2023,7,NHLAK600030601-05-01,Alert
Winni.CenterHarbor,"Winnipesaukee, Lake","Center Harbor, Meredith, Moultonborough",,Dolichospermum (Blackey Cove),"158,000",6/23/2023,6/28/2023,5,NHLAK700020110-02-19-6,Warning
Pleasant.NewLondon,Pleasant Lake,New London,,Photo,NA,6/23/2023,6/30/2023,7,NHLAK700030402-02-01,Alert
Northwood.Northwood,Northwood Lake,Northwood,,NA,NA,6/23/2023,6/26/2023,3,NHLAK700060502-08-01,Alert
Country.Kingston,Country Pond,"Kingston, Newton",,"Dolichospermum, Microcystis","620,400",6/23/2023,6/30/2023,7,NHLAK700061403-03-01,Warning
Northwood.Northwood,Northwood Lake,Northwood,,Dolichospermum,"325,600",6/26/2023,7/3/2023,7,NHLAK700060502-08-01,Warning
Northeast.Milton,Northeast Pond,Milton,,NA,NA,6/27/2023,6/30/2023,3,NHLAK600030404-02,Alert
Sunrise.Middleton,Sunrise Lake,Middleton,,Dolichospermum,too numerous to count (TNTC),6/27/2023,7/11/2023,14,NHLAK600030601-05-01,Warning
Keyser.Henniker,Keyser Pond,Henniker,,NA,NA,6/27/2023,7/5/2023,8,NHLAK700030504-03,Alert
Greenwood.Kingston,Greenwood Pond ,Kingston,,Photo,NA,6/29/2023,6/30/2023,1,NHLAK700061403-07,Alert
Duncan.Ossipee,Duncan Lake,Ossipee,,Photo,NA,6/30/2023,7/13/2023,13,NHLAK600020703-01-01,Alert
Northeast.Milton,Northeast Pond,Milton,,Dolichospermum,"79,800",6/30/2023,7/6/2023,6,NHLAK600030404-02,Warning
Harvey.Northwood,Harvey Lake,Northwood,,Photo,NA,6/30/2023,7/7/2023,7,NHLAK700060502-05,Alert
Greenwood.Kingston,Greenwood Pond,Kingston,,"Planktothrix, Woronichinia","3,170,000",6/30/2023,7/14/2023,14,NHLAK700061403-07,Warning
Harvey.Northwood,Harvey Lake,Northwood,,Dolichospermum,"192,400",7/3/2023,7/11/2023,8,NHLAK700060502-05,Warning
Tucker.Salisbury,Tucker Pond,Salisbury,,"Woronichinia, Microcystis","655,000",7/5/2023,7/27/2023,22,NHLAK700030304-07,Warning
Keyser.Henniker,Keyser Pond,Henniker,,Chrsysosporum,"75,600",7/5/2023,7/18/2023,13,NHLAK700030504-03,Warning
Silver.Hollis,Silver Lake,Hollis,,Dolichospermum,"70,000",7/5/2023,7/12/2023,7,NHLAK700061001-02-01,Warning
Robinson.Hudson,Robinson Pond,Hudson,,"Dolichospermum,Woronichinia, Microcystis","1,372,000",7/5/2023,7/12/2023,7,NHLAK700061203-06-01,Warning
Province.Effingham,Province Lake,Effingham/Wakefield,,Dolichospermum,"326,000",7/6/2023,8/31/2023,56,NHLAK600020902-01,Warning
Deering.Deering,Deering Reservoir,Deering,,Benthic,NA,7/6/2023,8/9/2023,34,NHLAK700060601-01,Alert
Sebbins.Bedford,Sebbins Pond,Bedford,,NA,NA,7/6/2023,7/13/2023,7,NHLAK700060804-02,Alert
Cobbetts.Windham,Cobbetts Pond,Windham,,Benthic,NA,7/7/2023,7/24/2023,17,NHLAK700061204-01-01,Alert
Silver.Hollis,Silver Lake,Hollis,,NA,NA,7/12/2023,7/19/2023,7,NHLAK700061001-02-01,Alert
Mascoma.Enfield,Mascoma Lake,Enfield/Lebanon,,Dolichospermum,"100,800",7/14/2023,7/21/2023,7,NHLAK801060105-04-01,Warning
Swains.Barrington,Swains Lake,Barrington,,Benthic,NA,7/21/2023,7/28/2023,7,NHLAK600030903-03,Alert
Pool.Rindge,Pool Pond,Rindge,,Photo,NA,7/21/2023,7/28/2023,7,NHLAK700030101-12,Alert
Crystal.Enfield,Crystal Lake,Enfield,,Photo,NA,7/21/2023,7/28/2023,7,NHLAK801060104-01,Alert
Silver.Harrisville,Silver Lake,Harrisville/Nelson,,Photo,NA,7/24/2023,7/31/2023,7,NHLAK802010202-09,Alert
Hunkins.Sanbornton,Hunkins Pond,Sanbornton,,"Aphanizomenon, Dolichospermum","266,200",7/25/2023,8/14/2023,20,NHLAK700020201-02,Warning
Mirror.Whitefield,Mirror Lake,Whitefield,,Planktothrix,too numerous to count (TNTC),7/26/2023,8/1/2023,6,NHLAK801030102-03,Warning
Winona.NewHampton,"Winona, Lake",New Hampton,,Dolichospermum,"950,000",7/27/2023,8/3/2023,7,NHLAK700020108-02-02,Warning
Baboosic.Amherst,Baboosic Lake,Amherst,,Photo,NA,7/28/2023,8/7/2023,10,NHLAK700060905-01-01,Alert
Arlington.Salem,Arlington Mill Reservoir,Salem,,"Microcystis, Woronichinia, Dolichospermum","407,800",7/28/2023,11/8/2023,103,NHLAK700061101-04,Warning
Winni.Alton,"Winnipesaukee, Lake",Alton,,NA,NA,7/31/2023,8/7/2023,7,NHLAK700020110-02-19-2,Alert
Tucker.Salisbury,Tucker Pond,Salisbury,,"Woronichinia, Dolichospermum, Microcystis","349,200",7/31/2023,11/2/2023,94,NHLAK700030304-07,Warning
LittleSunapee.NewLondon,Little Sunapee Lake,New London,,NA,NA,7/31/2023,8/7/2023,7,NHLAK801060402-04-01,Alert
Showell.Sandown,Showell Pond,Sandown,,"Aphanizomenon, Chrysosporum, Woronichinia, Phormidium, Dolichospermum","137,420",8/1/2023,11/21/2023,112,NHLAK600030802-04,Warning
Northwood.Northwood,Northwood Lake,Northwood,,Dolichospermum,"649,200",8/2/2023,8/9/2023,7,NHLAK700060502-08-01,Warning
Mascoma.Enfield,Mascoma Lake,Enfield/Lebanon,,Photo,NA,8/3/2023,8/10/2023,7,NHLAK801060105-04-01,Alert
Captains.Salem,Captains Pond,Salem,,"Planktothrix, Aphanizomenon",too numerous to count (TNTC),8/4/2023,8/18/2023,14,NHLAK700061102-03-01,Warning
Mascoma.Enfield,Mascoma Lake,Enfield/Lebanon,,"Woronichinia, Dolichospermum, Microcystis","641,600",8/4/2023,8/11/2023,7,NHLAK801060105-04-01,Warning
Kanasatka.Moultonboro,"Kanasatka, Lake",Moultonborough,,Dolichospermum,"95,400",8/7/2023,8/31/2023,24,NHLAK700020105-02,Warning
Baboosic.Amherst,Baboosic Lake,Amherst,,NA,NA,8/7/2023,8/11/2023,4,NHLAK700060905-01-01,Alert
Crystal.Enfield,Crystal Lake,Enfield,,"Dolichospermum, Aphanizomenon","291,500",8/9/2023,8/16/2023,7,NHLAK801060104-01,Warning
Pearly.Rindge,Pearly Lake,Rindge,,Benthic,NA,8/9/2023,10/13/2023,65,NHLAK802020103-08,Alert
Duncan.Ossipee,Duncan Lake,Ossipee,,NA,NA,8/10/2023,8/17/2023,7,NHLAK600020703-01-01,Alert
Baboosic.Amherst,Baboosic Lake,Amherst,,"Planktothrix, Dolichospermum","1,645,000",8/11/2023,8/25/2023,14,NHLAK700060905-01-01,Warning
Jackman.Hillsboro,Jackman Reservoir/Franklin Pierce Lake,Hillsborough,,NA,NA,8/14/2023,8/21/2023,7,NHLAK700030202-03-01,Alert
Wentworth.Wolfeboro,"Wentworth, Lake",Wolfeboro,,Gloeotrichia,NA,8/15/2023,8/22/2023,7,NHLAK700020101-05-01,Alert
Winni.CenterHarbor,"Winnipesaukee, Lake","Center Harbor, Meredith, Moultonborough",,Dolichospermum (Blackey Cove),"5,900,000",8/16/2023,8/22/2023,6,NHLAK700020110-02-19-6,Warning
Spofford.Chesterfield,Spofford Lake,Chesterfield,,Benthic,NA,8/16/2023,9/7/2023,22,NHLAK801070503-01-01,Alert
Sunrise.Middleton,Sunrise Lake,Middleton,,Dolichospermum,"243,000",8/17/2023,8/29/2023,12,NHLAK600030601-05-01,Warning
Marsh.Alton,Marsh Pond,"New Durham, Alton",,Planktothrix,"100,000",8/18/2023,8/31/2023,13,NHIMP700020102-01-02,Warning
Winni.Wolfeboro,"Winnipesaukee, Lake","Wolfeboro, Tuftonborough, Alton",,Photo - Gloeotrichia (Jockey Cove),NA,8/18/2023,8/25/2023,7,NHLAK700020110-02-19-3,Alert
Long.Pelham,Long Pond,Pelham,,"Dolichospermum, Chrysosporum, Wornichinia, Microcystis","2,900,000",8/21/2023,10/25/2023,65,NHLAK700061205-02-01,Warning
PineIsland.Manchester,Pine Island Pond,Manchester,,"Oscillatoria, Microcystis, Woronichinia",too numerous to count (TNTC),8/22/2023,8/29/2023,7,NHLAK700060703-04,Warning
LittleIsland.Pelham,Little Island Pond,Pelham,,"Microcystis, Dolichospermum, Woronichinia","2,000,000",8/22/2023,9/13/2023,22,NHLAK700061204-02,Warning
Jericho.Berlin,Jericho Lake,Berlin,,Dolichospermum,"2,500,000",8/23/2023,9/19/2023,27,NHLAK400010606-01,Warning
Todd.Newbury,"Todd, Lake",Newbury,,Photo,NA,8/23/2023,8/30/2023,7,NHLAK700030301-02,Alert
Melendy.Brookline,Melendy Pond,Brookline,,Benthic,NA,8/23/2023,9/22/2023,30,NHLAK700040401-01-01,Alert
Duncan.Ossipee,Duncan Lake,Ossipee,,"Oscillatoria, Microcystis",too numerous to count (TNTC),8/24/2023,10/19/2023,56,NHLAK600020703-01-01,Warning
Belleau.Wakefield,Belleau Lake,Wakefield,,"Dolichospermum, Microcystis","287,000",8/24/2023,8/31/2023,7,NHLAK600021001-03,Warning
Wentworth.Wolfeboro,"Wentworth, Lake",Wolfeboro,,Gloeotrichia,NA,8/24/2023,9/8/2023,15,NHLAK700020101-05-01,Alert
Winni.Alton,"Winnipesaukee, Lake",Alton,,Gloeotrichia,NA,8/24/2023,9/14/2023,21,NHLAK700020110-02-19-2,Alert
GreatEast.Wakefield,Great East Lake,Wakefield,,Photo,NA,8/25/2023,9/1/2023,7,NHLAK600030403-01,Alert
Sondogardy.Northfield,Sondogardy Pond,Northfield,,NA,NA,8/25/2023,8/29/2023,4,NHLAK700060101-02-01,Alert
Northwood.Northwood,Northwood Lake,Northwood,,Photo,NA,8/25/2023,9/1/2023,7,NHLAK700060502-08-01,Alert
Horace.Weare,Horace Lake,Weare,,Photo,NA,8/25/2023,9/1/2023,7,NHLAK700060601-05-01,Alert
Francis.Pittsburg,"Francis, Lake",Pittsburg,,Photo,NA,8/25/2023,9/1/2023,7,NHLAK801010104-02,Alert
Monomonac.Rindge,"Monomonac, Lake",Rindge,,NA,NA,8/25/2023,9/1/2023,7,NHLAK802020103-06,Alert
Whittemore.Bennington,Whittemore Lake,Bennington,,Dolichospermum,"112,200",8/28/2023,11/30/2023,94,NHLAK700030108-01-01,Warning
Sondogardy.Northfield,Sondogardy Pond,Northfield,,"Planktothrix, Oscillatoria, Schizothrix","960,000",8/29/2023,9/20/2023,22,NHLAK700060101-02-01,Warning
Contoocook.Jaffrey,Contoocook Lake,Jaffrey,,Photo,NA,8/30/2023,9/14/2023,15,NHLAK700030101-03-01,Alert
Bow.Strafford,Bow Lake,Strafford,,Dolichospermum,"84,200",9/5/2023,9/14/2023,9,NHLAK600030604-01-01,Warning
Baboosic.Amherst,Baboosic Lake,Amherst,,"Dolichospermum, Woronichinia, Microcystis","475,000",9/5/2023,11/8/2023,64,NHLAK700060905-01-01,Warning
FirstConn.Pittsburg,First Connecticut Lake,Pittsburg,,Photo,NA,9/6/2023,9/13/2023,7,NHLAK801010102-02,Alert
Francis.Pittsburg,"Francis, Lake",Pittsburg,,Photo,NA,9/6/2023,9/13/2023,7,NHLAK801010104-02,Alert
Crystal.Enfield,Crystal Lake,Enfield,,"Dolichospermum, Microcystis","2,950,000",9/6/2023,9/13/2023,7,NHLAK801060104-01,Warning
Seaver.Harrisville,Seaver Reservoir,Harrisville,,Photo,NA,9/6/2023,9/13/2023,7,NHLAK802010202-08,Alert
PineRiver.Wakefield,Pine River Pond,Wakefield,,"Dolichospermum, Woronichinia ","280,000",9/7/2023,9/14/2023,7,NHLAK600020703-03,Warning
Silver.Madison,Silver Lake,Madison,,NA,NA,9/7/2023,9/14/2023,7,NHLAK600020801-06-01,Alert
Province.Effingham,Province Lake,Effingham/Wakefield,,Dolichospermum,"833,335",9/7/2023,9/14/2023,7,NHLAK600020902-01,Warning
Crystal.Manchester,Crystal Lake,Manchester,," Microcystis, Woronichinia",too numerous to count (TNTC),9/7/2023,9/15/2023,8,NHLAK700060703-02-01,Warning
Lovell.Wakefield,Lovell Lake,Wakefield,,Photo,NA,9/8/2023,9/15/2023,7,NHLAK600030401-01-01,Alert
Webster.Franklin,Webster Lake,Franklin,,NA,NA,9/8/2023,9/15/2023,7,NHLAK700010804-02-01,Alert
Cobbetts.Windham,Cobbetts Pond,Windham,,Benthic,NA,9/8/2023,9/22/2023,14,NHLAK700061204-01-01,Alert
Country.Kingston,Country Pond,"Kingston, Newton",,Photo,NA,9/8/2023,9/15/2023,7,NHLAK700061403-03-01,Alert
Kanasatka.Moultonboro,"Kanasatka, Lake",Moultonborough,,"Dolichospermum, Woronichinia, Microcystis","608,460",9/22/2023,12/14/2023,83,NHLAK700020105-02,Warning
LittleIsland.Pelham,Little Island Pond,Pelham,,"Microcystis, Dolichospermum","574,400",9/22/2023,11/8/2023,47,NHLAK700061204-02,Warning
Mascoma.Enfield,Mascoma Lake,Enfield/Lebanon,,Photo,NA,9/22/2023,10/2/2023,10,NHLAK801060105-04-01,Alert
Province.Effingham,Province Lake,Effingham/Wakefield,,Photo,NA,9/29/2023,10/4/2023,5,NHLAK600020902-01,Alert
Lovell.Wakefield,Lovell Lake,Wakefield,,Photo,NA,9/29/2023,10/4/2023,5,NHLAK600030401-01-01,Alert
Northwood.Northwood,Northwood Lake,Northwood,,"Microcystis, Dolichospermum","235,000",9/29/2023,10/13/2023,14,NHLAK700060502-08-01,Warning
Crystal.Enfield,Crystal Lake,Enfield,,Photo,NA,9/29/2023,10/3/2023,4,NHLAK801060104-01,Alert
Crystal.Enfield,Crystal Lake,Enfield,,"Dolichospermum, Microcystis, Woronichinia","596,800",10/3/2023,10/9/2023,6,NHLAK801060104-01,Warning
White.Tamworth,White Lake,Tamworth,,Photo,NA,10/4/2023,10/11/2023,7,NHLAK600020605-02-01,Alert
PineRiver.Wakefield,Pine River Pond,Wakefield,,Photo,NA,10/4/2023,10/11/2023,7,NHLAK600020703-03,Alert
Province.Effingham,Province Lake,Effingham/Wakefield,,Dolichospermum,"492,400",10/4/2023,10/19/2023,15,NHLAK600020902-01,Warning
Lovell.Wakefield,Lovell Lake,Wakefield,,"Dolichospermum, Microcystis","115,400",10/4/2023,10/11/2023,7,NHLAK600030401-01-01,Warning
Horace.Weare,Horace Lake,Weare,,"Dolichospermum, Woronichinia ","75,400",10/4/2023,10/10/2023,6,NHLAK700060601-05-01,Warning
Crystal.Manchester,Crystal Lake,Manchester,,"Microcystis, Dolichospermum, Woronichinia","52,000",10/4/2023,10/12/2023,8,NHLAK700060703-02-01,Warning
Sunrise.Middleton,Sunrise Lake,Middleton,,NA,NA,10/5/2023,10/12/2023,7,NHLAK600030601-05-01,Alert
Jackman.Hillsboro,Jackman Reservoir/Franklin Pierce Lake,Hillsborough,,Dolichospermum,"642,000",10/5/2023,10/10/2023,5,NHLAK700030202-03-01,Warning
Bow.Strafford,Bow Lake,Strafford,,Photo,NA,10/26/2023,11/2/2023,7,NHLAK600030604-01-01,Alert
Warren.Alstead,"Warren, Lake",Alstead,,Photo,NA,10/26/2023,11/2/2023,7,NHLAK801070203-01,Alert
Winni.CenterHarbor,"Winnipesaukee, Lake","Center Harbor, Meredith, Moultonborough",,Photo (Blackey Cove),NA,10/30/2023,12/14/2023,45,NHLAK700020110-02-19-6,Alert
Bow.Strafford,Bow Lake,Strafford,,Photo,NA,11/15/2023,11/22/2023,7,NHLAK600030604-01-01,Alert
Kanasatka.Moultonboro,"Kanasatka, Lake",Moultonborough,,Photo,NA,12/26/2023,1/2/2024,7,NHLAK700020105-02,Alert
